!!!SBtab Document='eQuilibrator thermodynamic data' SBtabVersion='1.0' Date='2019-12-12',,,,,,,,
!!SBtab TableID='ReactionGFE' TableType='Quantity' TableName='Reaction table of transformed energies' SBtabVersion='1.0' Date='2019-12-12' Unit='kJ/mol' IonicStrengthUnit='M' TemperatureUnit='K',,,,,,,,
!QuantityType,!Identifiers:kegg.reaction,!Unit,!Mean,!Std,!pH,!IonicStrength,!Temperature,!Comment
standard Gibbs energy of formation,R02863,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R02864,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02865,kJ/mol,-18.2,4,7,0.1,298.15,
standard Gibbs energy of formation,R02866,kJ/mol,-8.2,4,7,0.1,298.15,
standard Gibbs energy of formation,R02867,kJ/mol,-21.9,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R02868,kJ/mol,-21.3,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R02869,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02872,kJ/mol,-19.2,10.1,7,0.1,298.15,
standard Gibbs energy of formation,R02873,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02874,kJ/mol,-418.9,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R02875,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02876,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02877,kJ/mol,-110.9,8.4,7,0.1,298.15,
standard Gibbs energy of formation,R02878,kJ/mol,25.1,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R02879,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02880,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02882,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02884,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02885,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02892,kJ/mol,14.8,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R02893,kJ/mol,14.8,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R02894,kJ/mol,-106.1,19.3,7,0.1,298.15,
standard Gibbs energy of formation,R02895,kJ/mol,44,18.9,7,0.1,298.15,
standard Gibbs energy of formation,R02896,kJ/mol,12.2,3,7,0.1,298.15,
standard Gibbs energy of formation,R02897,kJ/mol,-63.2,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R02898,kJ/mol,99,9.2,7,0.1,298.15,
standard Gibbs energy of formation,R02899,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02901,kJ/mol,-45.7,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R02902,kJ/mol,-0.4,5.5,7,0.1,298.15,
standard Gibbs energy of formation,R02903,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02904,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02905,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02906,kJ/mol,-40,11.3,7,0.1,298.15,
standard Gibbs energy of formation,R02907,kJ/mol,-59.5,10.3,7,0.1,298.15,
standard Gibbs energy of formation,R02908,kJ/mol,-94.5,9,7,0.1,298.15,
standard Gibbs energy of formation,R02909,kJ/mol,-327.9,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R02910,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02911,kJ/mol,-21.2,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R02912,kJ/mol,-29.4,9.4,7,0.1,298.15,
standard Gibbs energy of formation,R02914,kJ/mol,9.3,2.6,7,0.1,298.15,
standard Gibbs energy of formation,R02915,kJ/mol,90.5,32.9,7,0.1,298.15,
standard Gibbs energy of formation,R02917,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02918,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02919,kJ/mol,-88.1,12.5,7,0.1,298.15,
standard Gibbs energy of formation,R02920,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02921,kJ/mol,-4.7,9.4,7,0.1,298.15,
standard Gibbs energy of formation,R02922,kJ/mol,45.9,14.2,7,0.1,298.15,
standard Gibbs energy of formation,R02923,kJ/mol,-101.8,8.9,7,0.1,298.15,
standard Gibbs energy of formation,R02924,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02925,kJ/mol,-1.9,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R02926,kJ/mol,1.5,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R02927,kJ/mol,-10,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R02928,kJ/mol,11.5,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R02929,kJ/mol,-21.4,4.5,7,0.1,298.15,
standard Gibbs energy of formation,R02930,kJ/mol,-5,4.6,7,0.1,298.15,
standard Gibbs energy of formation,R02931,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02932,kJ/mol,-64.2,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R02933,kJ/mol,-21.2,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R02934,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02935,kJ/mol,-8.2,10.6,7,0.1,298.15,
standard Gibbs energy of formation,R02936,kJ/mol,-7.2,10.6,7,0.1,298.15,
standard Gibbs energy of formation,R02937,kJ/mol,-8,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R02938,kJ/mol,-12.4,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R02940,kJ/mol,-37,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R02941,kJ/mol,-36.8,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R02942,kJ/mol,-67.7,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R02943,kJ/mol,-74.2,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R02944,kJ/mol,6.3,3,7,0.1,298.15,
standard Gibbs energy of formation,R02945,kJ/mol,6.3,3,7,0.1,298.15,
standard Gibbs energy of formation,R02946,kJ/mol,15.8,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R02947,kJ/mol,-15.9,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R02948,kJ/mol,-15.9,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R02949,kJ/mol,2.4,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R02951,kJ/mol,-63.6,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R02952,kJ/mol,-15.7,6.5,7,0.1,298.15,
standard Gibbs energy of formation,R02953,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02954,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02955,kJ/mol,-8.6,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R02956,kJ/mol,-3.1,15.4,7,0.1,298.15,
standard Gibbs energy of formation,R02957,kJ/mol,-59.4,5.7,7,0.1,298.15,
standard Gibbs energy of formation,R02959,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02960,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02961,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02962,kJ/mol,-53.3,17.7,7,0.1,298.15,
standard Gibbs energy of formation,R02963,kJ/mol,2.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R02964,kJ/mol,-48.6,5.9,7,0.1,298.15,
standard Gibbs energy of formation,R02965,kJ/mol,-83.2,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R02968,kJ/mol,-351.2,12.5,7,0.1,298.15,
standard Gibbs energy of formation,R02969,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R02970,kJ/mol,-8.3,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R02971,kJ/mol,-15.5,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R02972,kJ/mol,-20.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R02973,kJ/mol,-5.6,12.2,7,0.1,298.15,
standard Gibbs energy of formation,R02974,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02975,kJ/mol,14.4,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R02976,kJ/mol,-10.1,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R02978,kJ/mol,21,2,7,0.1,298.15,
standard Gibbs energy of formation,R02979,kJ/mol,46.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R02980,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02982,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02983,kJ/mol,-15.2,10.9,7,0.1,298.15,
standard Gibbs energy of formation,R02984,kJ/mol,-0.2,10.5,7,0.1,298.15,
standard Gibbs energy of formation,R02985,kJ/mol,5.9,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R02986,kJ/mol,-9.4,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R02987,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R02988,kJ/mol,63.3,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R02989,kJ/mol,64.3,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R02990,kJ/mol,-3.2,15.4,7,0.1,298.15,
standard Gibbs energy of formation,R02991,kJ/mol,11.5,7.7,7,0.1,298.15,
standard Gibbs energy of formation,R02992,kJ/mol,-19.4,13.7,7,0.1,298.15,
standard Gibbs energy of formation,R02993,kJ/mol,23.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R02994,kJ/mol,6.3,3,7,0.1,298.15,
standard Gibbs energy of formation,R02995,kJ/mol,-365.7,9.9,7,0.1,298.15,
standard Gibbs energy of formation,R02997,kJ/mol,-44.5,11,7,0.1,298.15,
standard Gibbs energy of formation,R02998,kJ/mol,-22.4,10.5,7,0.1,298.15,
standard Gibbs energy of formation,R02999,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03001,kJ/mol,-7.3,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R03003,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03004,kJ/mol,-12.8,12,7,0.1,298.15,
standard Gibbs energy of formation,R03005,kJ/mol,-21.6,12,7,0.1,298.15,
standard Gibbs energy of formation,R03006,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R03008,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03009,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03012,kJ/mol,23.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R03013,kJ/mol,-16.8,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R03014,kJ/mol,-2.2,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R03015,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03016,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03017,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03018,kJ/mol,-7.9,11.5,7,0.1,298.15,
standard Gibbs energy of formation,R03019,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03020,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03021,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R03022,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R03023,kJ/mol,-440.9,7,7,0.1,298.15,
standard Gibbs energy of formation,R03024,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03025,kJ/mol,-27.8,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R03026,kJ/mol,3.8,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R03027,kJ/mol,4.2,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R03028,kJ/mol,-18.7,17.4,7,0.1,298.15,
standard Gibbs energy of formation,R03030,kJ/mol,0.6,16.1,7,0.1,298.15,
standard Gibbs energy of formation,R03031,kJ/mol,-7.8,16.5,7,0.1,298.15,
standard Gibbs energy of formation,R03032,kJ/mol,-41.9,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R03033,kJ/mol,-41.9,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R03034,kJ/mol,-18.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R03035,kJ/mol,-17.4,15.9,7,0.1,298.15,
standard Gibbs energy of formation,R03036,kJ/mol,-17.1,15.8,7,0.1,298.15,
standard Gibbs energy of formation,R03037,kJ/mol,-43.9,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R03038,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03039,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03040,kJ/mol,32.4,15.8,7,0.1,298.15,
standard Gibbs energy of formation,R03043,kJ/mol,23.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R03044,kJ/mol,-24.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R03045,kJ/mol,0,3.8,7,0.1,298.15,
standard Gibbs energy of formation,R03046,kJ/mol,11.1,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R03048,kJ/mol,32.3,22.3,7,0.1,298.15,
standard Gibbs energy of formation,R03049,kJ/mol,-16.8,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R03050,kJ/mol,2.8,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R03051,kJ/mol,-21.6,2,7,0.1,298.15,
standard Gibbs energy of formation,R03052,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R03053,kJ/mol,-7.5,3.6,7,0.1,298.15,
standard Gibbs energy of formation,R03054,kJ/mol,-24.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R03055,kJ/mol,-3.1,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R03056,kJ/mol,-16.6,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R03057,kJ/mol,25.2,5.7,7,0.1,298.15,
standard Gibbs energy of formation,R03058,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03059,kJ/mol,-1.8,11.1,7,0.1,298.15,
standard Gibbs energy of formation,R03060,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03062,kJ/mol,-27.8,4.2,7,0.1,298.15,
standard Gibbs energy of formation,R03063,kJ/mol,-8.1,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R03064,kJ/mol,2.2,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R03065,kJ/mol,-2.2,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R03066,kJ/mol,-23.1,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R03067,kJ/mol,-48.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R03069,kJ/mol,-4.1,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R03070,kJ/mol,-3.2,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R03071,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03072,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03073,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R03075,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03076,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03077,kJ/mol,-3.5,4,7,0.1,298.15,
standard Gibbs energy of formation,R03079,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03080,kJ/mol,23.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R03081,kJ/mol,15.3,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R03082,kJ/mol,-5.5,3.9,7,0.1,298.15,
standard Gibbs energy of formation,R03083,kJ/mol,-130.8,10,7,0.1,298.15,
standard Gibbs energy of formation,R03084,kJ/mol,-5.3,4.1,7,0.1,298.15,
standard Gibbs energy of formation,R03086,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03087,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03088,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03089,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03090,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03091,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03092,kJ/mol,-453.7,11.8,7,0.1,298.15,
standard Gibbs energy of formation,R03093,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03094,kJ/mol,0.6,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R03095,kJ/mol,-30.9,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R03096,kJ/mol,-12.4,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R03097,kJ/mol,-327.9,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R03098,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03102,kJ/mol,-40.2,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R03103,kJ/mol,-39.2,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R03104,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R03105,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03106,kJ/mol,-79.1,10.7,7,0.1,298.15,
standard Gibbs energy of formation,R03107,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03109,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03110,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03111,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03112,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03114,kJ/mol,7.3,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R03119,kJ/mol,23.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R03120,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03121,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03122,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03123,kJ/mol,6.7,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R03124,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R03125,kJ/mol,-884.7,14,7,0.1,298.15,
standard Gibbs energy of formation,R03126,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03127,kJ/mol,2.5,8.8,7,0.1,298.15,
standard Gibbs energy of formation,R03128,kJ/mol,12.5,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R03130,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03131,kJ/mol,-10.7,10.2,7,0.1,298.15,
standard Gibbs energy of formation,R03132,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03133,kJ/mol,-18,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R03134,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03135,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03136,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03137,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03138,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03139,kJ/mol,-94,10.2,7,0.1,298.15,
standard Gibbs energy of formation,R03140,kJ/mol,-520.6,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R03141,kJ/mol,-1473.4,16.6,7,0.1,298.15,
standard Gibbs energy of formation,R03142,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03143,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03145,kJ/mol,-150,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R03146,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03147,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03149,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03150,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03151,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03153,kJ/mol,-7,15.5,7,0.1,298.15,
standard Gibbs energy of formation,R03154,kJ/mol,-1.5,15.6,7,0.1,298.15,
standard Gibbs energy of formation,R03155,kJ/mol,7.3,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R03156,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03157,kJ/mol,-9.5,16.1,7,0.1,298.15,
standard Gibbs energy of formation,R03158,kJ/mol,35.9,16.1,7,0.1,298.15,
standard Gibbs energy of formation,R03161,kJ/mol,-5.6,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R03162,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03163,kJ/mol,5.5,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R03164,kJ/mol,-47.1,9.5,7,0.1,298.15,
standard Gibbs energy of formation,R03165,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03166,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03167,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R03168,kJ/mol,-29.5,10.3,7,0.1,298.15,
standard Gibbs energy of formation,R03169,kJ/mol,59.3,3.5,7,0.1,298.15,
